epoch,loss_gen_photo_avg,loss_gen_monet_avg,loss_gen_total_avg,loss_disc_photo_avg,loss_disc_monet_avg,loss_disc_total_avg
0,4.131368319193522,4.207375434239705,8.33874374071757,0.3882968386511008,0.3899920630455017,0.7782889015475909
1,3.360620503425598,3.2145256694157918,6.57514617284139,0.23394958831369878,0.2305114269008239,0.4644610148668289
2,3.1670741792519888,2.9447546927134196,6.111828862826029,0.21581056927641232,0.21026416475574175,0.4260747334857782
3,2.904749724070231,2.6418341362476347,5.546583855946858,0.22003857692082723,0.20541086807847023,0.42544944430390996
4,2.8562063829104107,2.732072719335556,5.58827909787496,0.21171516180038452,0.2041957332442204,0.4159108944237232
5,2.6686089698473614,2.5590913677215577,5.22770033677419,0.2090638950591286,0.19521660260856152,0.4042804994185766
6,2.7708753486474356,2.559972080787023,5.330847425460815,0.2045606736217936,0.19373164843767882,0.3982923232515653
7,2.7023711689313252,2.462227483590444,5.164598640600841,0.2027343545978268,0.18911170753339926,0.3918460616469383
8,2.59469375371933,2.4391023886203764,5.033796149889628,0.19341313938299814,0.1804680624852578,0.37388120114803314
9,2.634184913635254,2.4013426530361177,5.035527587731679,0.19124543813367684,0.1786382714038094,0.36988370892902217
10,2.672596786419551,2.3839529522260032,5.056549735069275,0.18901635352522134,0.17900390415141978,0.36802025655905407
11,2.512194486459096,2.2690835773944853,4.781278074582418,0.19781003281474113,0.17519823409616947,0.37300826641420526
12,2.6738449680805205,2.4101877025763194,5.084032680193583,0.17774913779149454,0.16333223606149355,0.3410813733935356
13,2.549409642616908,2.3688193945089977,4.918229030768076,0.18621458855768044,0.16185819562524556,0.3480727850149075
14,2.575501112937927,2.282186533212662,4.857687648137411,0.18381404732664428,0.17191243451088667,0.3557264824708303
15,2.5868750441074373,2.2622497502962746,4.84912479241689,0.15467347751061122,0.16896237285186846,0.323635850995779
16,2.6884357778231305,2.2493158439795176,4.937751610279083,0.13446826420724392,0.15907509185373783,0.2935433553159237
17,2.6009918550650277,2.2669503931204478,4.867942235469818,0.13118764861797294,0.16453276043136913,0.2957204089065393
18,2.584233354330063,2.248497262398402,4.832730622291565,0.1311680499340097,0.1635182833299041,0.2946863329410553
19,2.5481945872306824,2.207928991317749,4.756123591264089,0.14568590570241213,0.16013019923120736,0.3058161045610905
20,2.551026743253072,2.1991159578164416,4.7501426959037785,0.14769301931063333,0.16810401843239864,0.3157970381528139
21,2.4950175952911375,2.1704862940311433,4.665503882567088,0.14646995053937037,0.1578125051657359,0.30428245613972343
22,2.5163616764545442,2.2087652615706124,4.725126945177714,0.14613161562631527,0.15582819805790982,0.30195981259147325
23,2.54939652522405,2.251073410908381,4.800469958782196,0.14907125245779754,0.14506390205274025,0.2941351540386677
24,2.4339490298430126,2.154899965127309,4.588849012056986,0.15010311459501585,0.15131743110716342,0.30142054595053197
25,2.4630734395980833,2.1323708486557007,4.595444273153941,0.15639449797570706,0.15207644194364547,0.30847094014286996
26,2.3636509692668914,2.1366737361749015,4.500324714978536,0.15133580507089694,0.1387492133428653,0.2900850176811218
27,2.35095046599706,2.080771536032359,4.431722002824148,0.1455131503318747,0.14040739599615334,0.28592054672539235
28,2.275104428927104,2.1154160356521605,4.390520469347636,0.15229842654118936,0.14897535319129626,0.30127377979457376
29,2.37648845632871,2.122714432477951,4.499202879269918,0.147352786163489,0.13409889380137124,0.2814516793439786
30,2.35649449189504,2.1556530129909515,4.5121475044886274,0.15077735204870502,0.13553240276873113,0.28630975427726907
31,2.321168209711711,2.1206525778770446,4.44182078520457,0.1507463598251343,0.13117209042112032,0.28191844950119654
32,2.3150553572177888,2.1148078246911366,4.429863178730011,0.1501388876636823,0.13923163967827956,0.2893705276399851
33,2.2513935804367065,2.026334226926168,4.27772780418396,0.1594514601926009,0.14892540290951728,0.3083768640210231
34,2.4079091306527456,2.134808148940404,4.542717283566793,0.14190154778460662,0.12522030202051004,0.2671218504756689
35,2.362700732946396,2.0713176174958545,4.434018355210622,0.1477854566524426,0.14059054426848888,0.2883760006974141
36,2.3735344382127126,2.1114634215831756,4.484997863769531,0.1451586092884342,0.13571217960988483,0.28087078794837
37,2.202266292174657,2.0372917075951893,4.239557989438375,0.1535081237182021,0.13336276471614839,0.2868708872795105
38,2.2808578352133435,2.0697389002641042,4.350596733887991,0.14339098217586677,0.12619100827723742,0.26958199066420396
39,2.27159635702769,2.089156050682068,4.3607524132728575,0.14780569747090339,0.1208701149870952,0.26867581243316335
40,2.2836581790447235,2.131408349275589,4.41506651242574,0.14477176510418455,0.10744497075676918,0.2522167364259561
41,2.2779360667864483,2.0718581124146778,4.3497941811879475,0.14246684084335962,0.11894015514602264,0.26140699605147044
42,2.1395881060759225,2.0710368688901264,4.2106249777475995,0.15025542352348567,0.11308295549203952,0.26333837904036045
43,2.25176213145256,2.1056900215148926,4.35745216846466,0.14836701509853203,0.11286217569063108,0.2612291906774044
44,2.1400571326414743,2.0828171535332998,4.222874273459117,0.15712920268376668,0.11407664517561594,0.2712058479587237
45,2.3120927862326304,2.087606757481893,4.3996995488802595,0.15233061301211517,0.10697347961366177,0.2593040917565425
46,2.1871356638272603,2.0309791358311973,4.218114798069,0.14874074620505173,0.12095180867860715,0.2696925552934408
47,2.2144696442286174,2.068982735474904,4.2834523797035216,0.14175767206897338,0.11774936812619369,0.25950704023242
48,2.1896097056070962,2.0351403828461967,4.224750095208486,0.14943019716689984,0.11486244043956201,0.2642926373332739
49,2.1883745666344963,2.031633317867915,4.220007898012797,0.15333764120936394,0.10849987362821897,0.26183751511077086
50,2.1723010704914727,2.0264322634538017,4.198733333746592,0.14759183036784332,0.12830368691434463,0.27589551704625287
51,2.118058496713638,1.9788039024670918,4.096862417062123,0.15757819343358279,0.11171410794059436,0.2692923012872537
52,2.1330070571104685,1.9708892436822256,4.103896293640137,0.1621796320627133,0.11812759836514791,0.280307230502367
53,2.0912382598718007,1.9755735981464386,4.066811867554983,0.15003744402279456,0.11751203442613284,0.2675494775424401
54,2.1454117918014526,1.977522965669632,4.1229347491264345,0.15366160366684198,0.12026357466975848,0.27392517760396
55,2.1929848539829253,2.006232678492864,4.199217535654704,0.1529641160244743,0.11846265703439712,0.2714267726739248
56,2.155468456745148,2.0382206602891286,4.193689122994741,0.14818879914780458,0.11765386824806531,0.2658426668743292
57,2.0877019504706067,1.9467081813017528,4.034410127003988,0.16226432071377833,0.11904849239935478,0.28131281410654385
58,2.025086447795232,1.8873326023419699,3.9124190473556517,0.15086533316721518,0.1162347632025679,0.26710009689132375
59,2.06012215256691,1.9071606544653574,3.967282809416453,0.1530359950537483,0.12167404918620983,0.27471004498501617
60,2.0709060684839886,1.9303014997641246,4.0012075742085775,0.14094253903875748,0.11231874832262595,0.25326128768424194
61,2.066999918619792,2.0009466890494028,4.06794661283493,0.1435436748340726,0.11894459781547387,0.2624882735311985
62,2.1124865492184957,1.971940215031306,4.084426770210266,0.14987392364690702,0.11311395936956008,0.26298788321514927
63,2.1059094866116843,1.9367061746120453,4.042615656057993,0.15281889356672765,0.1235903031254808,0.276409196605285
64,2.090943765640259,1.896418383916219,3.9873621320724486,0.1357482544829448,0.12270579515645902,0.25845405002435046
65,2.055227107604345,1.9036002723375955,3.9588273763656616,0.14995958395302295,0.11855962158491214,0.268519205302
66,2.031500653028488,1.8751434806982676,3.906644133726756,0.15520321911821763,0.11328528940677643,0.2684885084629059
67,1.96018878976504,1.8782931985457738,3.8384819928805034,0.1509375246365865,0.11947138387709856,0.2704089089731375
68,1.9793124898274739,1.8832586153348287,3.862571098804474,0.15141395902882018,0.11967003539204597,0.2710839942842722
69,2.0027602279186247,1.8928494552771251,3.895609684785207,0.14656346087654432,0.11804262987648448,0.26460609123110773
70,1.9552204616864521,1.8552410296599071,3.810461498896281,0.15350498436639706,0.11876202349861463,0.2722670079022646
71,1.9526203326384226,1.8356389570236207,3.788259281317393,0.15385123178362847,0.12147837882240613,0.2753296112517516
72,2.151661344766617,1.9252582601706187,4.076919597784678,0.12970839399844408,0.1096282439554731,0.23933663805325825
73,1.9495635914802552,1.8389897799491883,3.788553373813629,0.14516724764058989,0.11719666436314582,0.2623639119913181
74,1.9600132153431575,1.8287360882759094,3.788749310175578,0.15896043644597133,0.11896936605374019,0.27792980333169304
75,1.9192629353205364,1.8318459300200145,3.7511088649431863,0.14805081037183604,0.11545484525461992,0.2635056561231613
76,2.788332997163137,2.094980526367823,4.883313523928324,0.8396619919935863,0.10616192132234574,0.9458239065110683
77,1.8227816597620645,1.8164224886894227,3.63920414686203,0.2615245574216048,0.10382383960609634,0.3653483961025874
78,1.6281536364555358,1.6958918686707813,3.3240455063184102,0.2628285958866278,0.12014331776027878,0.38297191460927327
79,1.6559207876523336,1.705367731253306,3.3612885173161824,0.25661968886852266,0.1183416227127115,0.37496131151914597
80,1.6173077446222306,1.7016534813245137,3.318961234887441,0.25439987659454344,0.11934150852262974,0.37374138429760934
81,1.5831770034631094,1.644527831276258,3.2277048444747924,0.2565767213702202,0.11838457975536584,0.37496130178372067
82,1.5945606664816538,1.656323967774709,3.250884639422099,0.2555503033598264,0.1128548277852436,0.36840513120094937
83,1.6164062905311585,1.6748194436232249,3.291225728193919,0.2552512582639853,0.11414966233074665,0.3694009201725324
84,1.5733802982171377,1.6208575348059335,3.1942378338178,0.25700434669852257,0.12015190064907073,0.37715624849001567
85,1.5908143321673076,1.6346454485257467,3.225459780693054,0.25447517931461333,0.11553606557349363,0.3700112448136012
86,1.6397355544567107,1.66123113711675,3.3009666999181113,0.2559455968439579,0.118835599484543,0.3747811961174011
87,1.5705866048733392,1.5958077641328177,3.166394371986389,0.25778492699066796,0.11159539699554444,0.36938032289346057
88,1.5412808072566986,1.5982775473594666,3.1395583661397297,0.2543918168544769,0.11951157117883364,0.37390338877836865
89,1.6021803124745686,1.6951459435621898,3.2973262524604796,0.25146667127807937,0.10130516042311986,0.3527718319495519
90,1.6114576254288355,1.7318033492565155,3.3432609701156615,0.2479313123722871,0.1032365904127558,0.35116790304581325
91,1.527972354690234,1.5789267452557882,3.1068991072972616,0.24991644526521364,0.11427393584201734,0.36419038027524947
92,1.5325283028682073,1.6117167377471924,3.1442450443903605,0.24601405585805575,0.12296956351647774,0.36898361896475157
93,1.5997056132555008,1.6563598622878393,3.2560654775301616,0.23140590225656826,0.12136502366513013,0.35277092521389325
94,1.7080073179801305,1.6559233909845352,3.3639307165145875,0.1855145553002755,0.10678075761844714,0.29229531293114025
95,1.7319409851233165,1.7238055928548177,3.455746585528056,0.16011715897669396,0.1126195852085948,0.27273674433430034
96,1.901986147960027,1.8972347088654835,3.799220852851868,0.12167787838106355,0.10789803128689528,0.229575910170873
97,1.826629753112793,1.8550992770989736,3.681729025046031,0.13907178678860266,0.10850166250020266,0.24757344904045264
98,1.762206346988678,1.73685737490654,3.4990637199083965,0.14604922972619533,0.10787829212844371,0.25392752163112164
99,1.7328399628400804,1.7143576669692993,3.4471976208686828,0.1441404288262129,0.11700405087321997,0.2611444808046023
100,1.7383594862620035,1.731839261452357,3.470198757648468,0.14759132776409387,0.10823110130925974,0.2558224283158779
101,1.7337575415770212,1.7139017573992412,3.4476593073209125,0.1496713499724865,0.11608412814637026,0.2657554787149032
102,1.5404460964600246,1.5460301752885182,3.0864762687683105,0.1238365643657744,0.08570049130047361,0.20953705524404845
103,1.4435638797283172,1.4810713152090709,2.9246351941426596,0.1192635262881716,0.08609354063247641,0.20535706666608652
104,1.4215728475650151,1.4664288504918417,2.888001698652903,0.11738891415297985,0.08590741421406468,0.2032963289072116
105,1.4295871502161026,1.4614870488643645,2.891074198881785,0.11710083872079849,0.08174695137267311,0.19884779003759226
106,1.3788558854659398,1.4353553080558776,2.8142111961046856,0.11994970648239056,0.08375836724415421,0.20370807386934758
107,1.3637521956364314,1.4346900447209676,2.7984422397613526,0.1196041856209437,0.08372814331203698,0.20333232884605726
108,1.3508250649770102,1.4492695792516073,2.8000946418444315,0.1217157934854428,0.08450486519063513,0.2062206589927276
109,1.3351789915561676,1.4384531342983247,2.7736321306228637,0.12327025216072798,0.08066643552233775,0.20393668718636035
110,1.3358986606200536,1.4365781001249949,2.7724767661094667,0.12192278485745192,0.08364914742608866,0.20557193249464034
111,1.324659210840861,1.4227474506696065,2.7474066599210105,0.12078797491888205,0.08463673454398911,0.20542470946907998
112,1.3435934980710347,1.4435764269034068,2.78716991742452,0.12088781935473283,0.08218326556185881,0.20307108541329702
113,1.3064802821477255,1.4079479920864104,2.7144282770156862,0.12284214006115993,0.08632477190345526,0.20916691223780315
114,1.3198928596576054,1.4129746818542481,2.732867544492086,0.12125813978413741,0.08305982892711958,0.20431796890993914
115,1.306917108098666,1.43016252775987,2.7370796314875285,0.12533781540890535,0.08374105774487059,0.209078873321414
116,1.3106592722733816,1.4209314837058384,2.731590755780538,0.12269564003994067,0.08492697012300293,0.20762261018157005
117,1.3048965785900752,1.4102893916765848,2.7151859736442567,0.12507766438027224,0.08617135271430015,0.2112490173925956
118,1.2795385978619258,1.409761041601499,2.6892996366818744,0.12792057152837516,0.08625200394541026,0.21417257569730283
119,1.280925077398618,1.4114389777183534,2.692364052136739,0.12567737277597188,0.08289330617214243,0.20857067853212358
120,1.277240542769432,1.4242143468062083,2.7014548873901365,0.1310852395494779,0.08440082831308246,0.21548606785635152
121,1.2902456243832907,1.4119289676348368,2.7021745951970417,0.12823769833892584,0.08593618126586079,0.21417387880384922
122,1.2506842297315597,1.3903525793552398,2.641036806901296,0.12934798035770656,0.08562851250171662,0.21497649282217027
123,1.281001519560814,1.397052399714788,2.6780539266268413,0.12994561589012543,0.08948791744808356,0.21943353317677974
124,1.278107561469078,1.3985304562250773,2.676638013124466,0.12773968754957118,0.08602180284137527,0.21376149035990238
125,1.290566153327624,1.402713588476181,2.693279745578766,0.12860184999803703,0.08465779950842262,0.21325964890420437
126,1.262297757466634,1.3991018098592758,2.6613995651404063,0.1327279225240151,0.08930862504988908,0.2220365467419227
127,1.2649545150995254,1.3962227443854014,2.661177260875702,0.12900414021064838,0.0893885954717795,0.21839273542165757
128,1.2920219657818477,1.4172101294994355,2.7092320974667867,0.12757159877568483,0.08715896885221203,0.2147305678576231
129,1.2676013314723968,1.4033872894446056,2.6709886161486307,0.13078211806714535,0.08482102900743485,0.21560314717392126
130,1.2472565122445425,1.3930924495061239,2.640348956187566,0.13193416122347115,0.08574572889134288,0.21767988997201124
131,1.2609083396196366,1.4030670098463693,2.663975352446238,0.1297781482959787,0.0867254956997931,0.21650364416340986
132,1.2636571274201076,1.3884783770640692,2.652135503292084,0.13135631223519642,0.08707868867864212,0.21843500142296154
133,1.2749672826131184,1.3969385333855946,2.6719058124224344,0.12968027990311384,0.08776961114257574,0.21744989092151323
134,1.2476698066790899,1.3774496205647786,2.6251194322109224,0.13597262586156528,0.08806532217189669,0.22403794785340628
135,1.245698601603508,1.418921929995219,2.664620526631673,0.1372082654759288,0.08087089891855916,0.21807916467388472
136,1.266688274939855,1.395071964263916,2.661760244369507,0.13173652107516926,0.08957456308106582,0.22131108328700067
137,1.2532925899823506,1.3883670310179392,2.6416596257686615,0.13542565594116845,0.08575005890180668,0.22117571438352268
138,1.2794367853800457,1.3933650877078374,2.6728018685181936,0.13419351001580557,0.08930359075466791,0.22349710072080295
139,1.2248430820306142,1.3982416554292043,2.623084734280904,0.13873110249638557,0.0850490838351349,0.22378018605212371
140,1.2499861411253612,1.388014051914215,2.638000191052755,0.13561572540551425,0.08996385184427103,0.2255795778830846
141,1.2380706564585369,1.4050268431504567,2.643097493648529,0.13713690668344497,0.0856982175136606,0.22283512428402902
142,1.2587136014302571,1.3931003022193909,2.6518138937155404,0.13514453252156575,0.08665646642446517,0.2218009985735019
143,1.2353719087441761,1.39419701953729,2.6295689217249554,0.14365698337554933,0.08829170225809017,0.23194868514935177
144,1.2337974884112677,1.388113378882408,2.621910871664683,0.14174726673712332,0.08823009356856346,0.22997736039261024
145,1.2469351021448771,1.3718615601460138,2.6187966664632163,0.13449602437516053,0.08932595406969389,0.22382197906573614
146,1.256244993408521,1.3859299236536027,2.6421749194463096,0.13758898831903935,0.08705737821757793,0.2246463664372762
147,1.2493990516662599,1.391232213973999,2.640631261666616,0.13796985869606335,0.08943750927845637,0.22740736737847328
148,1.2385787975788116,1.3801585165659587,2.6187373121579487,0.13933047225077946,0.08818742825339237,0.22751790076494216
149,1.2185535726944605,1.3803305155038834,2.5988840754826863,0.13924956993510326,0.08969306653986374,0.2289426361521085
150,1.2410014587640763,1.3812570842107137,2.622258540789286,0.13895692673822244,0.08854644325872263,0.2275033700466156
151,1.2582146509488423,1.3866722373167675,2.6448868882656096,0.13816678116718928,0.09076113800207773,0.22892791882157326
152,1.2305388768513998,1.3843537334601084,2.6148925979932147,0.1407734094808499,0.08983798068016767,0.23061139012376466
153,1.2409934228658677,1.3794771452744803,2.620470569531123,0.13726966119060913,0.08878854890664419,0.22605821008483568
154,1.225890419681867,1.377206302881241,2.6030967271327974,0.13966976035386325,0.09010610532015562,0.22977586542566616
155,1.2231091358264288,1.3696364339192708,2.592745571931203,0.13924094351629415,0.08857419289648533,0.22781513641277948
156,1.1985934857527416,1.3861760930220286,2.5847695875167847,0.14073186020056408,0.08775595663736264,0.22848781665166218
157,1.214339206814766,1.3905901930729547,2.6049293891588845,0.14112961918115616,0.08738207644472519,0.22851169601082802
158,1.23353311419487,1.3719671207666397,2.605500229994456,0.1393974323446552,0.08983225454886755,0.22922968715429307
159,1.236974041859309,1.3749491250514985,2.6119231685002644,0.13881948836147784,0.09003917038440705,0.2288586584230264
160,1.2336439025402068,1.3690711518128713,2.602715049982071,0.13643606461584568,0.09260547097772359,0.22904153560598692
161,1.2159047951300939,1.3728668812910716,2.5887716762224833,0.1447722957531611,0.09149313904965917,0.2362654349207878
162,1.22045325477918,1.3897668981552125,2.6102201640605927,0.1424361952766776,0.08741442614545425,0.22985062142213186
163,1.2482400824626287,1.3926045942306517,2.6408446804682413,0.14189150881022214,0.08847329994042714,0.23036480858922004
164,1.2241362688938777,1.370006763935089,2.5941430417696636,0.1459237362196048,0.08819756062701345,0.2341212963561217
165,1.2217969491084417,1.366357602874438,2.5881545543670654,0.14270965182532866,0.09150764922300975,0.2342173016568025
166,1.2202232040961583,1.3730941418806712,2.5933173469702404,0.14356303467104833,0.09051686891665062,0.23407990366220474
167,1.2249290547768275,1.3775839837392172,2.602513039112091,0.14045501711467903,0.0904663161560893,0.2309213334818681
168,1.2138054126501083,1.3625990561644237,2.576404470602671,0.14150563395271698,0.09226517628878356,0.23377081056435903
169,1.232989557782809,1.360462285876274,2.593451847235362,0.14267668834577005,0.0914147408803304,0.23409142916401227
170,1.2058458789189657,1.3598465037345886,2.5656923806667327,0.14864152543246745,0.08877307220051686,0.23741459771990775
171,1.2226460232337315,1.3672160148620605,2.5898620398839314,0.14414751835167408,0.09040534719824792,0.23455286547541618
172,1.196265275677045,1.3559068441390991,2.5521721239884694,0.1459026052430272,0.09160572580993176,0.23750833118955295
173,1.2345269439617792,1.374871335029602,2.6093982779979705,0.14030900278439123,0.09074963255474965,0.2310586348672708
174,1.2326288906733196,1.3700627295176189,2.6026916229724884,0.1426769574607412,0.09196980223059655,0.2346467591325442
175,1.2460418728987377,1.3532247384389242,2.599266610542933,0.143475028462708,0.09503913632283609,0.23851416498422623
176,1.19766892294089,1.3718194063504536,2.5694883370399477,0.1468856244161725,0.08526428050051132,0.23214990451931952
177,1.216982890367508,1.362036131620407,2.5790190247694653,0.14395657856017352,0.09075798549999793,0.2347145635386308
178,1.2042445423205694,1.3841475371519725,2.588392089207967,0.14954204777876537,0.08744628840436539,0.23698833644390105
179,1.2144807052612305,1.3764064311981201,2.5908871320883433,0.14484636668115855,0.09509910413374503,0.23994547098875046
180,1.19675390958786,1.374654722213745,2.5714086278279624,0.1472277856618166,0.0919065599516034,0.23913434599836667
181,1.2105359856287639,1.375201669136683,2.5857376567522685,0.14789193080117305,0.09154003368069728,0.23943196425835292
182,1.2016165614128114,1.3824778838952383,2.5840944397449492,0.14360745946566264,0.08868949880202612,0.2322969580690066
183,1.213243944644928,1.3751958394050598,2.5884397796789806,0.14627729589740435,0.08813253154357274,0.2344098272919655
184,1.2000568817059198,1.365905427535375,2.5659623070557913,0.14793355002999306,0.09283468411614497,0.24076823383569718
185,1.2083533658583958,1.368423543771108,2.5767769050598144,0.14914449699223042,0.09059422417233387,0.23973872085412343
186,1.2169074708223342,1.355485926469167,2.5723933974901834,0.1459071721509099,0.09292046334594488,0.23882763589421907
187,1.2160943986972172,1.3656162456671397,2.58171063820521,0.14416635553042093,0.09010353017598391,0.23426988571882248
188,1.2044447765747706,1.374672557512919,2.579117331504822,0.1489803092305859,0.09118768631170193,0.24016799559195837
189,1.2173495682080586,1.3709115711847941,2.5882611429691313,0.14604411983241639,0.09251935206353665,0.23856347183386484
190,1.1960677913824718,1.3716774483521779,2.567745241324107,0.14934792863825957,0.09090971911946932,0.24025764763355256
191,1.22164337793986,1.3697812151908875,2.591424583594004,0.14430098618070283,0.09318119005610545,0.23748217577735584
192,1.2409564020236332,1.372261749903361,2.613218152920405,0.14364496644586325,0.09128881117949883,0.2349337778488795
193,1.184019188284874,1.3555623555183411,2.539581546783447,0.1539106780042251,0.09189683006455501,0.24580750808119775
194,1.2008047954241434,1.3533272671699523,2.554132056633631,0.14769383672624825,0.09553055338561535,0.24322438950339953
195,1.2100539616743724,1.3546539940436682,2.564707945585251,0.14534707675377528,0.0946272885799408,0.23997436513503392
196,1.2022007324298223,1.3667160646120706,2.5689167920748393,0.15120106612642606,0.09234733507037163,0.24354840139547984
197,1.1978597897291183,1.3644422348340353,2.562302031914393,0.14872551078597704,0.09322289146482944,0.24194840172926585
198,1.2059262426694235,1.3669127265612284,2.5728389596939087,0.14703584286073842,0.09208417393267154,0.23912001689275106
199,1.1970547219117482,1.3591966938972473,2.556251418590546,0.14824581943452358,0.09433453550562262,0.24258035476009052
